goal,pledged,state,country,currency,deadline,launched_at,staff_pick,backers_count,spotlight,percent_funded,Average_Donation,Category_and_Sub_Category,Category,Sub_Category,Data_Created_Conversion,Data_Ended_Conversion
50000,12792,failed,IT,EUR,1467106895,1463218895,FALSE,96,FALSE,25.584,133.25,technology/wearables,technology,wearables,42504.19554,42549.19554
29000,1108,failed,US,USD,1463821338,1461229338,FALSE,17,FALSE,3.820689655,65.17647059,technology/wearables,technology,wearables,42481.16826,42511.16826
57000,8827,failed,US,USD,1472920909,1467736909,FALSE,94,FALSE,15.48596491,93.90425532,technology/wearables,technology,wearables,42556.48737,42616.48737
75000,19434,failed,US,USD,1410955331,1407931331,FALSE,129,FALSE,25.912,150.6511628,technology/wearables,technology,wearables,41864.29318,41899.29318
2500,1,failed,US,USD,1477509604,1474917604,FALSE,1,FALSE,0.04,1,technology/wearables,technology,wearables,42639.59727,42669.59727
50000,53,failed,US,USD,1489512122,1486923722,FALSE,4,FALSE,0.106,13.25,technology/wearables,technology,wearables,42778.55697,42808.5153
35000,298,failed,US,USD,1477949764,1474493764,FALSE,3,FALSE,0.851428571,99.33333333,technology/wearables,technology,wearables,42634.69171,42674.69171
320000,23948,failed,US,USD,1406257200,1403176891,FALSE,135,FALSE,7.48375,177.3925926,technology/wearables,technology,wearables,41809.26494,41844.91667
2000,553,failed,US,USD,1421095672,1417207672,FALSE,10,FALSE,27.65,55.3,technology/wearables,technology,wearables,41971.65824,42016.65824
500000,0,failed,IT,EUR,1438618170,1436026170,FALSE,0,FALSE,0,0,technology/wearables,technology,wearables,42189.46493,42219.46493
100000,3550,failed,MX,MXN,1486317653,1481133653,FALSE,6,FALSE,3.55,591.6666667,technology/wearables,technology,wearables,42711.54228,42771.54228
20000,14598,failed,US,USD,1444876253,1442284253,FALSE,36,FALSE,72.99,405.5,technology/wearables,technology,wearables,42261.89645,42291.89645
200000,115297.5,failed,US,USD,1481173140,1478016097,FALSE,336,FALSE,57.64875,343.1473214,technology/wearables,technology,wearables,42675.45946,42711.99931
20000,2468,failed,US,USD,1473400800,1469718841,FALSE,34,FALSE,12.34,72.58823529,technology/wearables,technology,wearables,42579.4264,42622.04167
50000,260,failed,US,USD,1435711246,1433292046,FALSE,10,FALSE,0.52,26,technology/wearables,technology,wearables,42157.81998,42185.81998
20000,1306,failed,GB,GBP,1482397263,1479805263,FALSE,201,FALSE,6.53,6.497512438,technology/wearables,technology,wearables,42696.1674,42726.1674
100000,35338,failed,US,USD,1430421827,1427829827,FALSE,296,FALSE,35.338,119.3851351,technology/wearables,technology,wearables,42094.59985,42124.59985
150000,590,failed,US,USD,1485964559,1483372559,FALSE,7,FALSE,0.393333333,84.28571429,technology/wearables,technology,wearables,42737.45554,42767.45554
60000,636,failed,US,USD,1414758620,1412166620,FALSE,7,FALSE,1.06,90.85714286,technology/wearables,technology,wearables,41913.31273,41943.31273
175000,1,failed,NL,EUR,1406326502,1403734502,FALSE,1,FALSE,0.000571429,1,technology/wearables,technology,wearables,41815.71877,41845.71877
5000,2319,failed,DE,EUR,1454502789,1453206789,FALSE,114,FALSE,46.38,20.34210526,technology/wearables,technology,wearables,42388.31469,42403.31469
100000,15390,failed,US,USD,1411005600,1408141245,FALSE,29,FALSE,15.39,530.6896552,technology/wearables,technology,wearables,41866.72274,41899.875
130000,107148.74,failed,US,USD,1385136000,1381923548,FALSE,890,FALSE,82.42210769,120.3918427,technology/wearables,technology,wearables,41563.27718,41600.45833
15000,403,failed,ES,EUR,1484065881,1481473881,FALSE,31,FALSE,2.686666667,13,technology/wearables,technology,wearables,42715.4801,42745.4801
23000,6118,failed,GB,GBP,1406130880,1403538880,FALSE,21,FALSE,26.6,291.3333333,technology/wearables,technology,wearables,41813.45463,41843.45463
15000,4622.01,failed,US,USD,1480011987,1477416387,FALSE,37,FALSE,30.8134,124.9191892,technology/wearables,technology,wearables,42668.51837,42698.56003
15000,837,failed,US,USD,1485905520,1481150949,FALSE,7,FALSE,5.58,119.5714286,technology/wearables,technology,wearables,42711.74247,42766.77222
55000,481,failed,CA,CAD,1487565468,1482381468,FALSE,4,FALSE,0.874545455,120.25,technology/wearables,technology,wearables,42725.98458,42785.98458
100000,977,failed,NL,EUR,1484999278,1482407278,FALSE,5,FALSE,0.977,195.4,technology/wearables,technology,wearables,42726.28331,42756.28331
100000,0,failed,ES,EUR,1481740740,1478130783,FALSE,0,FALSE,0,0,technology/wearables,technology,wearables,42676.78684,42718.56875
68000,53670.6,failed,GB,GBP,1483286127,1479830127,FALSE,456,FALSE,78.92735294,117.6986842,technology/wearables,technology,wearables,42696.45517,42736.45517
40000,8837,failed,GB,GBP,1410616600,1405432600,FALSE,369,FALSE,22.0925,23.94850949,technology/wearables,technology,wearables,41835.37269,41895.37269
15000,61,failed,US,USD,1417741159,1415149159,FALSE,2,FALSE,0.406666667,30.5,technology/wearables,technology,wearables,41947.83286,41977.83286
1200,0,failed,CA,CAD,1408495440,1405640302,FALSE,0,FALSE,0,0,technology/wearables,technology,wearables,41837.77664,41870.82222
100000,33791,failed,NL,EUR,1481716868,1478257268,FALSE,338,FALSE,33.791,99.97337278,technology/wearables,technology,wearables,42678.25079,42718.29245
48500,105,failed,US,USD,1455466832,1452874832,FALSE,4,FALSE,0.216494845,26.25,technology/wearables,technology,wearables,42384.47259,42414.47259
25000,199,failed,IT,EUR,1465130532,1462538532,FALSE,1,FALSE,0.796,199,technology/wearables,technology,wearables,42496.32097,42526.32097
15000,2249,failed,US,USD,1488308082,1483124082,FALSE,28,FALSE,14.99333333,80.32142857,technology/wearables,technology,wearables,42734.57965,42794.57965
27500,1389,failed,US,USD,1446693040,1443233440,FALSE,12,FALSE,5.050909091,115.75,technology/wearables,technology,wearables,42272.88241,42312.92407
7000,715,failed,US,USD,1417392000,1414511307,FALSE,16,FALSE,10.21428571,44.6875,technology/wearables,technology,wearables,41940.45031,41973.79167
100000,305,failed,US,USD,1409949002,1407357002,FALSE,4,FALSE,0.305,76.25,technology/wearables,technology,wearables,41857.64586,41887.64586
12000,90,failed,US,USD,1487397540,1484684247,FALSE,4,FALSE,0.75,22.5,technology/wearables,technology,wearables,42752.63712,42784.04097
15000,194,failed,US,USD,1456189076,1454979476,FALSE,10,FALSE,1.293333333,19.4,technology/wearables,technology,wearables,42408.8319,42422.8319
1900,2735,successful,US,USD,1327851291,1325432091,FALSE,41,TRUE,143.9473684,66.70731707,publishing/nonfiction,publishing,nonfiction,40909.44087,40937.44087
8200,10013,successful,US,USD,1406900607,1403012607,FALSE,119,TRUE,122.1097561,84.14285714,publishing/nonfiction,publishing,nonfiction,41807.36351,41852.36351
25000,33006,successful,US,USD,1333909178,1331320778,FALSE,153,TRUE,132.024,215.7254902,publishing/nonfiction,publishing,nonfiction,40977.59697,41007.5553
5000,5469,successful,US,USD,1438228740,1435606549,FALSE,100,TRUE,109.38,54.69,publishing/nonfiction,publishing,nonfiction,42184.60821,42214.95764
7000,7383.01,successful,US,USD,1309447163,1306855163,FALSE,143,TRUE,105.4715714,51.62944056,publishing/nonfiction,publishing,nonfiction,40694.43013,40724.43013
20000,20070,successful,US,USD,1450018912,1447426912,FALSE,140,TRUE,100.35,143.3571429,publishing/nonfiction,publishing,nonfiction,42321.41796,42351.41796
2500,2535,successful,US,USD,1365728487,1363136487,FALSE,35,TRUE,101.4,72.42857143,publishing/nonfiction,publishing,nonfiction,41345.83434,41375.83434
3500,5443,successful,US,USD,1358198400,1354580949,FALSE,149,TRUE,155.5142857,36.53020134,publishing/nonfiction,publishing,nonfiction,41246.81191,41288.68056
7500,7917.45,successful,US,USD,1313957157,1310069157,FALSE,130,TRUE,105.566,60.90346154,publishing/nonfiction,publishing,nonfiction,40731.62913,40776.62913
4000,5226,successful,US,USD,1348028861,1342844861,FALSE,120,TRUE,130.65,43.55,publishing/nonfiction,publishing,nonfiction,41110.97756,41170.97756
20000,26438,successful,US,USD,1323280391,1320688391,FALSE,265,TRUE,132.19,99.76603774,publishing/nonfiction,publishing,nonfiction,40854.53693,40884.53693
5000,6300,successful,US,USD,1327212000,1322852747,FALSE,71,TRUE,126,88.73239437,publishing/nonfiction,publishing,nonfiction,40879.58735,40930.04167
40,64,successful,GB,GBP,1380449461,1375265461,FALSE,13,TRUE,160,4.923076923,publishing/nonfiction,publishing,nonfiction,41486.21598,41546.21598
2500,3012,successful,GB,GBP,1387533892,1384941892,FALSE,169,TRUE,120.48,17.82248521,publishing/nonfiction,publishing,nonfiction,41598.21171,41628.21171
8500,10670,successful,CA,CAD,1431147600,1428465420,FALSE,57,TRUE,125.5294118,187.1929825,publishing/nonfiction,publishing,nonfiction,42101.95625,42133
47000,53771,successful,US,USD,1417653540,1414975346,FALSE,229,TRUE,114.406383,234.8078603,publishing/nonfiction,publishing,nonfiction,41945.82113,41976.81875
3600,11345,successful,US,USD,1385009940,1383327440,FALSE,108,TRUE,315.1388889,105.0462963,publishing/nonfiction,publishing,nonfiction,41579.52593,41598.99931
5000,6120,successful,US,USD,1392408000,1390890987,FALSE,108,TRUE,122.4,56.66666667,publishing/nonfiction,publishing,nonfiction,41667.06698,41684.625
1500,1601,successful,US,USD,1417409940,1414765794,FALSE,41,TRUE,106.7333333,39.04878049,publishing/nonfiction,publishing,nonfiction,41943.39576,41973.99931
6000,9500,successful,US,USD,1407758629,1404907429,FALSE,139,TRUE,158.3333333,68.34532374,publishing/nonfiction,publishing,nonfiction,41829.29432,41862.29432
3000,3222,successful,US,USD,1434857482,1433647882,FALSE,19,TRUE,107.4,169.5789474,publishing/nonfiction,publishing,nonfiction,42161.93845,42175.93845
13000,13293.8,successful,US,USD,1370964806,1367940806,FALSE,94,TRUE,102.26,141.4234043,publishing/nonfiction,publishing,nonfiction,41401.43988,41436.43988
1400,1550,successful,US,USD,1395435712,1392847312,FALSE,23,TRUE,110.7142857,67.39130435,publishing/nonfiction,publishing,nonfiction,41689.70963,41719.66796
550,814,successful,US,USD,1334610000,1332435685,FALSE,15,TRUE,148,54.26666667,publishing/nonfiction,publishing,nonfiction,40990.50098,41015.66667
5000,5116,successful,US,USD,1355439503,1352847503,FALSE,62,TRUE,102.32,82.51612903,publishing/nonfiction,publishing,nonfiction,41226.74888,41256.74888
2220,3976,successful,US,USD,1367588645,1364996645,FALSE,74,TRUE,179.0990991,53.72972973,publishing/nonfiction,publishing,nonfiction,41367.36395,41397.36395
2987,3318,successful,US,USD,1348372740,1346806909,FALSE,97,TRUE,111.0813525,34.20618557,publishing/nonfiction,publishing,nonfiction,41156.83459,41174.95764
7000,7003,successful,NL,EUR,1421319240,1418649019,FALSE,55,TRUE,100.0428571,127.3272727,publishing/nonfiction,publishing,nonfiction,41988.3405,42019.24583
2000,2005,successful,US,USD,1407701966,1405109966,FALSE,44,TRUE,100.25,45.56818182,publishing/nonfiction,publishing,nonfiction,41831.6385,41861.6385
10000,10556,successful,US,USD,1485642930,1483050930,FALSE,110,TRUE,105.56,95.96363636,publishing/nonfiction,publishing,nonfiction,42733.73299,42763.73299
4444,4559,successful,US,USD,1361739872,1359147872,FALSE,59,TRUE,102.5877588,77.27118644,publishing/nonfiction,publishing,nonfiction,41299.66981,41329.66981
3000,3555,successful,US,USD,1312470475,1308496075,FALSE,62,TRUE,118.5,57.33870968,publishing/nonfiction,publishing,nonfiction,40713.42216,40759.42216
5000,5585,successful,AU,AUD,1476615600,1474884417,FALSE,105,TRUE,111.7,53.19047619,publishing/nonfiction,publishing,nonfiction,42639.21316,42659.25
10000,12800,successful,US,USD,1423922991,1421330991,FALSE,26,TRUE,128,492.3076923,publishing/nonfiction,publishing,nonfiction,42019.38184,42049.38184
2000,2075,successful,US,USD,1357408721,1354816721,FALSE,49,TRUE,103.75,42.34693878,publishing/nonfiction,publishing,nonfiction,41249.54075,41279.54075
2500,2547.69,successful,US,USD,1369010460,1366381877,FALSE,68,TRUE,101.9076,37.46602941,publishing/nonfiction,publishing,nonfiction,41383.39672,41413.82014
700,824,successful,US,USD,1303147459,1297880659,FALSE,22,TRUE,117.7142857,37.45454545,publishing/nonfiction,publishing,nonfiction,40590.55855,40651.51689
250,595,successful,US,USD,1354756714,1353547114,FALSE,18,TRUE,238,33.05555556,publishing/nonfiction,publishing,nonfiction,41234.84623,41248.84623
2500,2550,successful,US,USD,1286568268,1283976268,FALSE,19,TRUE,102,134.2105263,publishing/nonfiction,publishing,nonfiction,40429.6281,40459.6281
5000,5096,successful,GB,GBP,1404892539,1401436539,FALSE,99,TRUE,101.92,51.47474747,publishing/nonfiction,publishing,nonfiction,41789.12198,41829.12198
2200,0,failed,US,USD,1480188013,1477592413,FALSE,0,FALSE,0,0,publishing/fiction,publishing,fiction,42670.55571,42700.59737
5000,235,failed,US,USD,1391364126,1388772126,FALSE,6,FALSE,4.7,39.16666667,publishing/fiction,publishing,fiction,41642.54313,41672.54313
3500,0,failed,MX,MXN,1480831200,1479328570,FALSE,0,FALSE,0,0,publishing/fiction,publishing,fiction,42690.65012,42708.04167
4290,5,failed,GB,GBP,1376563408,1373971408,FALSE,1,FALSE,0.116550117,5,publishing/fiction,publishing,fiction,41471.23852,41501.23852
5000,0,failed,US,USD,1441858161,1439266161,FALSE,0,FALSE,0,0,publishing/fiction,publishing,fiction,42226.96483,42256.96483
7000,2521,failed,US,USD,1413723684,1411131684,FALSE,44,FALSE,36.01428571,57.29545455,publishing/fiction,publishing,fiction,41901.33431,41931.33431
4000,0,failed,CA,CAD,1424112483,1421520483,FALSE,0,FALSE,0,0,publishing/fiction,publishing,fiction,42021.57503,42051.57503
5000,177,failed,US,USD,1432178810,1429586810,FALSE,3,FALSE,3.54,59,publishing/fiction,publishing,fiction,42114.9353,42144.9353
2500,0,failed,US,USD,1387169890,1384577890,FALSE,0,FALSE,0,0,publishing/fiction,publishing,fiction,41593.99873,41623.99873
4000,1656,failed,US,USD,1388102094,1385510094,FALSE,52,FALSE,41.4,31.84615385,publishing/fiction,publishing,fiction,41604.78813,41634.78813
17500,0,failed,US,USD,1361750369,1358294369,FALSE,0,FALSE,0,0,publishing/fiction,publishing,fiction,41289.79131,41329.79131
38000,10,failed,US,USD,1454183202,1449863202,FALSE,1,FALSE,0.026315789,10,publishing/fiction,publishing,fiction,42349.61576,42399.61576
1500,50,failed,US,USD,1257047940,1252718519,FALSE,1,FALSE,3.333333333,50,publishing/fiction,publishing,fiction,40067.8486,40117.95764
3759,32,failed,GB,GBP,1431298860,1428341985,FALSE,2,FALSE,0.851290237,16,publishing/fiction,publishing,fiction,42100.5276,42134.75069
500,351,failed,US,USD,1393181018,1390589018,FALSE,9,FALSE,70.2,39,publishing/fiction,publishing,fiction,41663.57197,41693.57197
10000,170,failed,US,USD,1323998795,1321406795,FALSE,5,FALSE,1.7,34,publishing/fiction,publishing,fiction,40862.85179,40892.85179
7000,3598,failed,US,USD,1444539600,1441297645,FALSE,57,FALSE,51.4,63.12280702,publishing/fiction,publishing,fiction,42250.47737,42288
3000,21,failed,US,USD,1375313577,1372721577,FALSE,3,FALSE,0.7,7,publishing/fiction,publishing,fiction,41456.77288,41486.77288
500,2,failed,US,USD,1398876680,1396284680,FALSE,1,FALSE,0.4,2,publishing/fiction,publishing,fiction,41729.49398,41759.49398
15000,400,failed,US,USD,1287115200,1284567905,FALSE,6,FALSE,2.666666667,66.66666667,publishing/fiction,publishing,fiction,40436.47575,40465.95833
1000,1040,successful,US,USD,1304439025,1301847025,FALSE,27,TRUE,104,38.51851852,music/rock,music,rock,40636.46557,40666.46557
800,1065.23,successful,US,USD,1370649674,1368057674,FALSE,25,TRUE,133.15375,42.6092,music/rock,music,rock,41402.79252,41432.79252
700,700,successful,US,USD,1345918302,1343326302,FALSE,14,TRUE,100,50,music/rock,music,rock,41116.54979,41146.54979
1500,2222,successful,US,USD,1335564000,1332182049,FALSE,35,TRUE,148.1333333,63.48571429,music/rock,music,rock,40987.56538,41026.70833
1000,1025,successful,US,USD,1395023719,1391571319,FALSE,10,TRUE,102.5,102.5,music/rock,music,rock,41674.94119,41714.89953
500,903.14,successful,US,USD,1362060915,1359468915,FALSE,29,TRUE,180.628,31.14275862,music/rock,music,rock,41303.38559,41333.38559
5000,7140,successful,US,USD,1336751220,1331774434,FALSE,44,TRUE,142.8,162.2727273,music/rock,music,rock,40982.84762,41040.44931
1200,1370,successful,US,USD,1383318226,1380726226,FALSE,17,TRUE,114.1666667,80.58823529,music/rock,music,rock,41549.41928,41579.41928
1000,2035.05,successful,US,USD,1341633540,1338336588,FALSE,34,TRUE,203.505,59.85441176,music/rock,music,rock,41058.79847,41096.95764
1700,1860,successful,US,USD,1358755140,1357187280,FALSE,14,TRUE,109.4117647,132.8571429,music/rock,music,rock,41276.97778,41295.12431
10000,14437.46,successful,US,USD,1359680939,1357088939,FALSE,156,TRUE,144.3746,92.54782051,music/rock,music,rock,41275.83957,41305.83957
7500,7790,successful,US,USD,1384322340,1381430646,FALSE,128,TRUE,103.8666667,60.859375,music/rock,music,rock,41557.57229,41591.04097
2500,2511.11,successful,US,USD,1383861483,1381265883,FALSE,60,TRUE,100.4444,41.85183333,music/rock,music,rock,41555.66531,41585.70698
2750,2826.43,successful,US,USD,1372827540,1371491244,FALSE,32,TRUE,102.7792727,88.3259375,music/rock,music,rock,41442.53292,41457.99931
8000,8425,successful,US,USD,1315242360,1310438737,FALSE,53,TRUE,105.3125,158.9622642,music/rock,music,rock,40735.90668,40791.50417
14000,15650,successful,US,USD,1333774740,1330094566,FALSE,184,TRUE,111.7857143,85.05434783,music/rock,music,rock,40963.4047,41005.99931
10000,10135,successful,US,USD,1379279400,1376687485,FALSE,90,TRUE,101.35,112.6111111,music/rock,music,rock,41502.67459,41532.67361
3000,3226,successful,US,USD,1335672000,1332978688,FALSE,71,TRUE,107.5333333,45.43661972,music/rock,music,rock,40996.78574,41027.95833
3500,4021,successful,US,USD,1412086187,1409494187,FALSE,87,TRUE,114.8857143,46.2183908,music/rock,music,rock,41882.38179,41912.38179
5000,5001,successful,US,USD,1335542446,1332950446,FALSE,28,TRUE,100.02,178.6071429,music/rock,music,rock,40996.45887,41026.45887
1500,2282,successful,GB,GBP,1410431054,1407839054,FALSE,56,TRUE,152.1333333,40.75,music/rock,music,rock,41863.22516,41893.22516
2000,2230.43,successful,US,USD,1309547120,1306955120,FALSE,51,TRUE,111.5215,43.73392157,music/rock,music,rock,40695.58704,40725.58704
6000,6080,successful,US,USD,1347854700,1343867524,FALSE,75,TRUE,101.3333333,81.06666667,music/rock,music,rock,41122.81394,41168.96181
2300,2835,successful,US,USD,1306630800,1304376478,FALSE,38,TRUE,123.2608696,74.60526316,music/rock,music,rock,40665.74164,40691.83333
5500,5500,successful,US,USD,1311393540,1309919526,FALSE,18,TRUE,100,305.5555556,music/rock,music,rock,40729.89729,40746.95764
3000,3150,successful,US,USD,1310857200,1306525512,FALSE,54,TRUE,105,58.33333333,music/rock,music,rock,40690.61472,40740.75
8000,8355,successful,US,USD,1315413339,1312821339,FALSE,71,TRUE,104.4375,117.6760563,music/rock,music,rock,40763.48309,40793.48309
4000,4205,successful,US,USD,1488333600,1485270311,FALSE,57,TRUE,105.125,73.77192982,music/rock,music,rock,42759.42027,42794.875
4500,4500,successful,CA,CAD,1419224340,1416363886,FALSE,43,TRUE,100,104.6511628,music/rock,music,rock,41961.8922,41994.99931
4000,4151,successful,US,USD,1390161630,1387569630,FALSE,52,TRUE,103.775,79.82692308,music/rock,music,rock,41628.62535,41658.62535
1500,1575,successful,US,USD,1346462462,1343870462,FALSE,27,TRUE,105,58.33333333,music/rock,music,rock,41122.84794,41152.84794
1000,1040,successful,US,USD,1373475120,1371569202,FALSE,12,TRUE,104,86.66666667,music/rock,music,rock,41443.43521,41465.49444
600,911,successful,US,USD,1362146280,1357604752,FALSE,33,TRUE,151.8333333,27.60606061,music/rock,music,rock,41281.80963,41334.37361
1500,2399.94,successful,US,USD,1342825365,1340233365,FALSE,96,TRUE,159.996,24.999375,music/rock,music,rock,41080.75191,41110.75191
1000,1273,successful,US,USD,1306865040,1305568201,FALSE,28,TRUE,127.3,45.46428571,music/rock,music,rock,40679.53473,40694.54444
4000,4280,successful,US,USD,1414879303,1412287303,FALSE,43,TRUE,107,99.53488372,music/rock,music,rock,41914.70953,41944.70953
7000,8058.55,successful,US,USD,1365489000,1362776043,FALSE,205,TRUE,115.1221429,39.31,music/rock,music,rock,41341.66253,41373.0625
1500,2056.66,successful,US,USD,1331441940,1326810211,FALSE,23,TRUE,137.1106667,89.42,music/rock,music,rock,40925.39133,40978.99931
350,545,successful,US,USD,1344358860,1343682681,FALSE,19,TRUE,155.7142857,28.68421053,music/rock,music,rock,41120.67455,41128.50069
400,435,successful,US,USD,1387601040,1386806254,FALSE,14,TRUE,108.75,31.07142857,music/rock,music,rock,41619.78998,41628.98889
2000,2681,successful,US,USD,1402290000,1399666342,FALSE,38,TRUE,134.05,70.55263158,music/rock,music,rock,41768.63359,41799
17482,17482,successful,US,USD,1430712060,1427753265,FALSE,78,TRUE,100,224.1282051,music/rock,music,rock,42093.71372,42127.95903
3000,3575,successful,US,USD,1349477050,1346885050,FALSE,69,TRUE,119.1666667,51.8115942,music/rock,music,rock,41157.739,41187.739
800,1436,successful,US,USD,1427062852,1424474452,FALSE,33,TRUE,179.5,43.51515152,music/rock,music,rock,42055.76449,42085.72282
1600,2150.1,successful,US,USD,1271573940,1268459318,FALSE,54,TRUE,134.38125,39.81666667,music/rock,music,rock,40250.03377,40286.08264
12500,12554,successful,US,USD,1351495284,1349335284,FALSE,99,TRUE,100.432,126.8080808,music/rock,music,rock,41186.09819,41211.09819
5500,5580,successful,US,USD,1332719730,1330908930,FALSE,49,TRUE,101.4545455,113.877551,music/rock,music,rock,40972.83021,40993.78854
300,310,successful,US,USD,1329248940,1326972107,FALSE,11,TRUE,103.3333333,28.18181818,music/rock,music,rock,40927.26513,40953.61736
1300,1391,successful,US,USD,1340641440,1339549982,FALSE,38,TRUE,107,36.60526316,music/rock,music,rock,41072.84238,41085.475
500,520,successful,GB,GBP,1468437240,1463253240,FALSE,16,TRUE,104,32.5,music/rock,music,rock,42504.59306,42564.59306
1800,1941,successful,US,USD,1363952225,1361363825,FALSE,32,TRUE,107.8333333,60.65625,music/rock,music,rock,41325.31742,41355.27575
1500,3500,successful,US,USD,1335540694,1332948694,FALSE,20,TRUE,233.3333333,175,music/rock,music,rock,40996.43859,41026.43859
15000,15091.06,successful,US,USD,1327133580,1321978335,FALSE,154,TRUE,100.6070667,97.9938961,music/rock,music,rock,40869.46684,40929.13403
6000,6100,successful,US,USD,1397941475,1395349475,FALSE,41,TRUE,101.6666667,148.7804878,music/rock,music,rock,41718.66985,41748.66985
5500,7206,successful,US,USD,1372651140,1369770292,FALSE,75,TRUE,131.0181818,96.08,music/rock,music,rock,41422.61449,41455.95764
2000,2345,successful,US,USD,1337396400,1333709958,FALSE,40,TRUE,117.25,58.625,music/rock,music,rock,41005.24951,41047.91667
5000,5046.52,successful,US,USD,1381108918,1378516918,FALSE,46,TRUE,100.9304,109.7069565,music/rock,music,rock,41523.84859,41553.84859
2500,3045,successful,US,USD,1398988662,1396396662,FALSE,62,TRUE,121.8,49.11290323,music/rock,music,rock,41730.79007,41760.79007
2000,2908,successful,US,USD,1326835985,1324243985,FALSE,61,TRUE,145.4,47.67213115,music/rock,music,rock,40895.68964,40925.68964
5000,5830.83,successful,US,USD,1348337956,1345745956,FALSE,96,TRUE,116.6166,60.7378125,music/rock,music,rock,41144.55505,41174.55505
10000,12041.66,successful,US,USD,1474694787,1472102787,FALSE,190,TRUE,120.4166,63.37715789,music/metal,music,metal,42607.01837,42637.01837
5000,5066,successful,US,USD,1415653663,1413058063,TRUE,94,TRUE,101.32,53.89361702,music/metal,music,metal,41923.63036,41953.67203
2500,2608,successful,CA,CAD,1381723140,1378735983,TRUE,39,TRUE,104.32,66.87179487,music/metal,music,metal,41526.38406,41560.95764
3000,8014,successful,US,USD,1481184000,1479708680,FALSE,127,TRUE,267.1333333,63.1023622,music/metal,music,metal,42695.04954,42712.125
3000,5824,successful,US,USD,1414817940,1411489552,TRUE,159,TRUE,194.1333333,36.62893082,music/metal,music,metal,41905.4763,41943.99931
5000,6019.01,successful,US,USD,1473047940,1469595396,FALSE,177,TRUE,120.3802,34.00570621,music/metal,music,metal,42577.99764,42617.95764
1100,1342.01,successful,GB,GBP,1394460000,1393233855,FALSE,47,TRUE,122.0009091,28.55340426,music/metal,music,metal,41694.18351,41708.375
10,10,successful,US,USD,1436555376,1433963376,FALSE,1,TRUE,100,10,music/metal,music,metal,42165.59,42195.59
300,300,successful,US,USD,1429038033,1426446033,FALSE,16,TRUE,100,18.75,music/metal,music,metal,42078.58372,42108.58372
4000,4796,successful,US,USD,1426473264,1424057664,FALSE,115,TRUE,119.9,41.70434783,music/metal,music,metal,42050.94056,42078.89889
4000,6207,successful,US,USD,1461560340,1458762717,FALSE,133,TRUE,155.175,46.66917293,music/metal,music,metal,42452.61941,42484.99931
2000,2609,successful,FR,EUR,1469994300,1464815253,FALSE,70,TRUE,130.45,37.27142857,music/metal,music,metal,42522.67191,42582.61458
3500,3674,successful,US,USD,1477342800,1476386395,FALSE,62,TRUE,104.9714286,59.25806452,music/metal,music,metal,42656.59716,42667.66667
300,300,successful,US,USD,1424116709,1421524709,FALSE,10,TRUE,100,30,music/metal,music,metal,42021.62395,42051.62395
27800,32865.3,successful,US,USD,1482901546,1480309546,FALSE,499,TRUE,118.2205036,65.86232465,music/metal,music,metal,42702.004,42732.004
1450,1500,successful,US,USD,1469329217,1466737217,FALSE,47,TRUE,103.4482759,31.91489362,music/metal,music,metal,42544.91686,42574.91686
250,545,successful,DE,EUR,1477422000,1472282956,FALSE,28,TRUE,218,19.46428571,music/metal,music,metal,42609.10366,42668.58333
1200,1200,successful,ES,EUR,1448463431,1444831031,FALSE,24,TRUE,100,50,music/metal,music,metal,42291.37304,42333.41471
1200,1728.07,successful,GB,GBP,1429138740,1426528418,FALSE,76,TRUE,144.0058333,22.73776316,music/metal,music,metal,42079.53725,42109.74931
4000,4187,successful,US,USD,1433376000,1430768468,FALSE,98,TRUE,104.675,42.7244898,music/metal,music,metal,42128.6119,42158.79167
14000,2540,failed,US,USD,1385123713,1382528113,FALSE,48,FALSE,18.14285714,52.91666667,music/jazz,music,jazz,41570.27446,41600.31612
4500,101,failed,US,USD,1474067404,1471475404,FALSE,2,FALSE,2.244444444,50.5,music/jazz,music,jazz,42599.75699,42629.75699
50000,170,failed,GB,GBP,1384179548,1381583948,FALSE,4,FALSE,0.34,42.5,music/jazz,music,jazz,41559.34662,41589.38829
2000,90,failed,US,USD,1329014966,1326422966,FALSE,5,FALSE,4.5,18,music/jazz,music,jazz,40920.90933,40950.90933
6500,2700,failed,US,USD,1381917540,1379990038,FALSE,79,FALSE,41.53846154,34.17721519,music/jazz,music,jazz,41540.89859,41563.20764
2200,45,failed,US,USD,1358361197,1353177197,FALSE,2,FALSE,2.045454545,22.5,music/jazz,music,jazz,41230.56478,41290.56478
3500,640,failed,US,USD,1425136200,1421853518,FALSE,11,FALSE,18.28571429,58.18181818,music/jazz,music,jazz,42025.42961,42063.42361
5000,1201,failed,US,USD,1259643540,1254450706,FALSE,11,FALSE,24.02,109.1818182,music/jazz,music,jazz,40087.89706,40147.99931
45000,50,failed,US,USD,1389055198,1386463198,FALSE,1,FALSE,0.111111111,50,music/jazz,music,jazz,41615.81942,41645.81942
8800,1040,failed,US,USD,1365448657,1362860257,FALSE,3,FALSE,11.81818182,346.6666667,music/jazz,music,jazz,41342.63723,41372.59557
20000,62,failed,GB,GBP,1377995523,1375403523,FALSE,5,FALSE,0.31,12.4,music/jazz,music,jazz,41487.81392,41517.81392
